schema:amenityFeature,schema:description,dcterms:subject,schema:name,schema:identifier,schema:latitude,schema:longitude,schema:alternateName,schema:address,schema:containedInPlace,map_zoom,geometry,schema:geoWithin,dcterms:isPartOf
,,,Piotrowski Park - Playground,Chicago_Park_Facility_2253,41.83638644,-87.72986707,,"4200 W 31st St Chicago, IL 60623",2036,14,"c(439399.367942825, 4631868.1188047)",7335;7211,""
3219;3254;3105;3112;3104;3115;3143,"This small park features several modern playground elements sited in several areas. These areas includes: a small structure for young children with a few belt seat swings ; a large, multifaceted climbing structure in another area; a hammock saucer swing, toddler swings, and a spinning seat in another, and a curved slide set into a hill with natural rock elements and a small water spray feature. There are several benches and the surrounding neighborhood is quite quite making this a comfortable and interesting playground to visit.",3061;3059;3058;3067;3066;3063;3192,Pleasant Point Park - Playground,Chicago_Park_Facility_2264,41.99845291,-87.79784092,,"6813 W Imlay St Chicago, IL 60631",1988,14,"c(433922.884707439, 4649912.29494524)",7339;7261,""
,,,Poplar Park - Playground Park,Chicago_Park_Facility_2266,41.82062807,-87.620509,,"4046 S Prairie Ave Chicago, IL 60653",2106,14,"c(448466.74032152, 4630047.15220497)",7307;7204,""
,,,Portage Park - Playground,Chicago_Park_Facility_2277,41.95434335,-87.7667004,,"4100 N Long Ave Chicago, IL 60641",1992,14,"c(436458.122481164, 4644991.27158255)",7318;7248,""
,,,Pottawattomie Park - Playground,Chicago_Park_Facility_2295,42.01478544,-87.6785915,,"7340 N Rogers Ave Chicago, IL 60626",1999,14,"c(443813.538412317, 4651640.54424402)",7313;7252,""
,,,Prairie Wolf Park - Playground Park,Chicago_Park_Facility_2300,41.78000535,-87.60329949,,"6310 S Drexel Ave Chicago, IL 60637",2111,14,"c(449864.340773636, 4625526.80865904)",7312;7247,""
,,,Privet Park - Playground Park,Chicago_Park_Facility_2302,41.91505884,-87.65346779,,"1844 N Sheffield Ave Chicago, IL 60614",2144,14,"c(445809.31070131, 4640551.81855245)",7371;7239,""
,,,Railroad Junction Park - Playground Park,Chicago_Park_Facility_2310,41.76115292,-87.60460629,,"7334 S Maryland Ave Chicago, IL 60619",2129,14,"c(449741.028187942, 4623434.47825415)",7370;7224,""
,,3070,Rainbow Beach Park - Playground,Chicago_Park_Facility_2321,41.75957195,-87.55366588,,"2873 E 75th St Chicago, IL 60649",2311,14,"c(453974.426380579, 4623230.44318367)",7342;7263,""
,,,Rainey Park - Playground,Chicago_Park_Facility_2339,41.75105025,-87.72947906,,"4350 W 79th St Chicago, IL 60652",1933,14,"c(439351.187590366, 4622393.31993032)",7372;7225,""
,,,Ravenswood Manor Park - Playground,Chicago_Park_Facility_2346,41.96531251,-87.70061342,,"4626 N Manor Ave Chicago, IL 60625",1997,14,"c(441945.205926878, 4646162.27687857)",7317;7256,""
,,,Revere Park - Playground,Chicago_Park_Facility_2352,41.9530467,-87.69115136,,"2509 W Irving Park Rd Chicago, IL 60618",2007,14,"c(442718.27862854, 4644794.04909675)",7351;7267,""
,,,Ridge Park - Playground,Chicago_Park_Facility_2366,41.71876181,-87.6688422,,"9625 S Longwood Dr Chicago, IL 60643",2002,14,"c(444364.698953785, 4618767.54253873)",7374;7275,""
,,,Riis Park - Playground 1,Chicago_Park_Facility_2375,41.92629708,-87.78250171,,"6100 W Fullerton Ave Chicago, IL 60639",1978,14,"c(435120.122064755, 4641889.16421729)",7322;7297,""
,,,Riis Park - Playground 2,Chicago_Park_Facility_2376,41.92460707,-87.77909617,,"6100 W Fullerton Ave Chicago, IL 60639",1978,14,"c(435400.783959583, 4641698.95362966)",7322;7297,""
,,3071,River Park - Playground 1,Chicago_Park_Facility_2398,41.97342236,-87.70171665,,"5100 N Francisco Ave Chicago, IL 60625",2008,14,"c(441861.163730163, 4647063.45478927)",7309;7241,""
,,3071,River Park - Playground 2,Chicago_Park_Facility_2399,41.97374558,-87.70573565,,"5100 N Francisco Ave Chicago, IL 60625",2008,14,"c(441528.474185676, 4647102.07702558)",7317;7256,""
,,,Roberts Square Park - Playground,Chicago_Park_Facility_2409,41.97195466,-87.75912837,,"5230 W Argyle St Chicago, IL 60630",1964,14,"c(437102.998052008, 4646941.05437248)",7314;7253,""
,,,Robichaux Park - Playground,Chicago_Park_Facility_2415,41.72473269,-87.63423038,,"9247 S Eggleston Ave Chicago, IL 60620",2103,14,"c(447248.660071732, 4619408.66687378)",7375;7276,""
,,,Robinson Park - Playground,Chicago_Park_Facility_2424,41.70164103,-87.64804296,,"10540 S Morgan St Chicago, IL 60643",2042,14,"c(446080.514392137, 4616853.49210667)",7375;7276,""
,,,Rogers Park - Playground,Chicago_Park_Facility_2435,42.01429656,-87.69660603,,"7345 N Washtenaw Ave Chicago, IL 60645",2046,14,"c(442321.510181491, 4651598.24556041)",7323;7259,""
,,3071,Ronan Park - Playground,Chicago_Park_Facility_2445,41.97107592,-87.70368991,,"3000 W Argyle St Chicago, IL 60625",2078,14,"c(441695.533769895, 4646804.2724598)",7317;7256,""
3147;3105;3106;3104;3084;3094;3089;3203;3113;3137,"This playground is one of two playgrounds in Rosedale Park. The East Playground contains swings, a four person see-saw, and a climbing structure with a ramp, a variety of climbing structures, and a corkscrew slide. This playground is shaded by mature trees and includes benches, picnic tables, and a small water spray element.",3061;3063;3062;3065;3064;3064;3067,Rosedale Park - East Playground,Chicago_Park_Facility_5826,41.98885746,-87.78547564,Rosedale Park - Playground 1,"6312 W Rosedale Ave Chicago, IL 60646",1961,14,"c(434937.210635958, 4648837.44509123)",7339;7261,""
3133;3205;3084;3108;3207;3324,This playground is one of two playgrounds in Rosedale Park. The West Playground is a non-traditional playground that does not have slides or standard equipment; instead it contains a variety of climbing structures made of nets and cables and a large saucer swing.,3063;3062;3060;3066,Rosedale Park - West Playground,Chicago_Park_Facility_2453,41.98869073,-87.78613545,Rosedale Park - Playground 2,"6312 W Rosedale Ave Chicago, IL 60646",1961,14,"c(434882.386729093, 4648819.43458623)",7339;7261,""
,,,Rosenblum Park - Playground,Chicago_Park_Facility_2459,41.75856615,-87.5801817,,"2000 E 75th St Chicago, IL 60649",2037,14,"c(451769.436820995, 4623133.30063251)",7342;7263,""
,,,Rowan Park - Playground,Chicago_Park_Facility_2469,41.6856079,-87.53669416,,"11546 S Avenue L Chicago, IL 60617",2054,14,"c(455334.075737812, 4615009.71459404)",7354;7219,""
,,,Russell Square Park - Playground,Chicago_Park_Facility_2481,41.74355344,-87.54984391,,"3045 E 83rd St Chicago, IL 60617",1912,14,"c(454280.777912196, 4621449.9563698)",7345;7265,""
,,,Rutherford Sayre Park - Playground,Chicago_Park_Facility_2493,41.92081283,-87.79775001,,"6871 W Belden Ave Chicago, IL 60635",1982,14,"c(433850.159945464, 4641291.90629671)",7321;7295,""
,,,Sacramento Park - Playground,Chicago_Park_Facility_2500,41.94551455,-87.70324807,,"3520 N Sacramento Ave Chicago, IL 60618",2431,14,"c(441708.851790643, 4643965.91982964)",7325;7216,""
,,,Saint Louis Park - Playground,Chicago_Park_Facility_2505,41.88768684,-87.71332317,,"347 N St Louis Ave Chicago, IL 60624",2433,14,"c(440820.334935863, 4637552.31547564)",7331;7209,""
3156,,3061;3063;3064;3072;3065;3062;3058,Sauganash Park - Playground,Chicago_Park_Facility_2511,41.98831275,-87.73747606,,"5861 N Kostner Ave Chicago, IL 60646",2012,14,"c(438912.631860153, 4648741.61395446)",7315;7254,""
,,,Schaefer Park - Playground Park,Chicago_Park_Facility_2516,41.92574584,-87.66903547,,"2415 N Marshfield Ave Chicago, IL 60614",2432,14,"c(444527.566973797, 4641748.32995901)",7371;7239,""
,,,Schreiber Park - Playground,Chicago_Park_Facility_2518,41.99941114,-87.67017575,,"1552 W Schreiber Ave Chicago, IL 60626",2366,14,"c(444496.991942045, 4649928.04897811)",7313;7252,""
,,,Scottsdale Park - Playground,Chicago_Park_Facility_2524,41.74187085,-87.73634224,,"4620 W 83rd Pl Chicago, IL 60652",2069,14,"c(438771.858584403, 4621379.03777264)",7372;7225,""
,,,Seneca Park - Playground,Chicago_Park_Facility_2525,41.89700577,-87.62241357,,"228 E Chicago Ave Chicago, IL 60611",2472,14,"c(448370.038570145, 4638528.27130455)",7340;7262,""
,,,Senka Park - Playground,Chicago_Park_Facility_2532,41.79176846,-87.71145071,,"5656 S St Louis Ave Chicago, IL 60629",2101,14,"c(440887.468505317, 4626901.52420191)",7364;7289,""
,,,Senn Park - Playground,Chicago_Park_Facility_2541,41.99064998,-87.66816397,,"5887 N Ridge Ave Chicago, IL 60660",2033,14,"c(444656.015387747, 4648953.99909021)",7379;7237,""
,,,Seward Park - Playground,Chicago_Park_Facility_2551,41.9030551,-87.6389214,,"375 W Elm St Chicago, IL 60610",1971,14,"c(447005.68991984, 4639209.98023882)",7340;7301,""
,,,Shabbona Park - Playground,Chicago_Park_Facility_2562,41.94435798,-87.79920175,,"6935 W Addison Chicago, IL 60634",1993,14,"c(433754.149288288, 4643907.21510554)",7320;7258,""
,,,Shedd Park - Playground,Chicago_Park_Facility_2572,41.85004101,-87.71646682,,"3660 W 23rd St Chicago, IL 60623",2024,14,"c(440524.640088218, 4633374.77443431)",7335;7211,""
3127;3094;3305;3303;3112;3090;3144;3307;3205;3309;3091,"Sheil Playground is a tiny playground on the busy Southport corridor with a strong baseball theme that features some the Cubs logo and a chalkboard replica of the iconic green scoreboard. A new playground - consisting primarily of large, red metal arches provides climbing structures as well as a smaller area for younger children. The play area is completely enclosed and features several benches and picnic tables.",3061;3059;3058;3063;3062;3065;3060;3064;3072;3067,Sheil Community Center Park - Playground,Chicago_Park_Facility_2575,41.94551493,-87.66357149,,"3505 N Southport Ave Chicago, IL 60657",2163,14,"c(444997.599079775, 4643939.74027837)",7348;7238,""
,,,Sheridan Park - Playground,Chicago_Park_Facility_2585,41.87046646,-87.65526116,,"910 S Aberdeen St Chicago, IL 60607",2017,14,"c(445622.779462524, 4635601.96948784)",7332;7250,""
,,,Sherman Park - Playground 1,Chicago_Park_Facility_2602,41.79908238,-87.65865904,,"1307 W 52nd St Chicago, IL 60609",1913,14,"c(445280.031420874, 4627678.60498776)",7362;7222,""
,,,Sherman Park - Playground 2,Chicago_Park_Facility_2603,41.79447591,-87.65918784,,"1307 W 52nd St Chicago, IL 60609",1913,14,"c(445232.177783174, 4627167.50498098)",7362;7222,""
,,,Sherman Park - Playground 3,Chicago_Park_Facility_2604,41.79604919,-87.65525052,,"1307 W 52nd St Chicago, IL 60609",1913,14,"c(445560.638284914, 4627339.67858233)",7362;7222,""
,,,Sherwood Park - Playground,Chicago_Park_Facility_2617,41.79068525,-87.63323846,,"5705 S Shields Ave Chicago, IL 60621",2322,14,"c(447385.060755477, 4626730.43809033)",7369;7223,""
,,,Simons Park - Playground,Chicago_Park_Facility_2623,41.91161232,-87.71525982,,"1640 N Drake Ave Chicago, IL 60647",1979,14,"c(440681.810401678, 4640210.04774615)",7327;7208,""
,,,Sintic Park - Playground Park,Chicago_Park_Facility_2625,41.84251547,-87.64119008,,"2835 S Wallace St Chicago, IL 60616",2437,14,"c(446767.307184844, 4632489.84120834)",7361;7287,""
,,,Skinner Park - Playground,Chicago_Park_Facility_2633,41.8796484,-87.66001699,,"1331 W  Monroe St Chicago, IL 60606",2023,14,"c(445235.951485406, 4636624.4386668)",7332;7244,""
,,,Smith (Joseph Higgins) Park - Playground,Chicago_Park_Facility_2645,41.89342217,-87.68947492,,"2526 W Grand Ave Chicago, IL 60612",2323,14,"c(442803.992634829, 4638172.92315777)",7328;7286,""
,,,Smith (Wendell) Park - Playground,Chicago_Park_Facility_2654,41.71368126,-87.6314371,,"9912 S Princeton Ave Chicago, IL 60628",2075,14,"c(447471.989780933, 4618179.98286333)",7350;7266,""
,,,Snapping Turtle Park - Playground Park,Chicago_Park_Facility_2655,41.89147387,-87.7043357,,"534 N Albany Ave Chicago, IL 60612",2161,14,"c(441569.420890057, 4637966.62117495)",7327;7208,""
,,,Snowberry Park - Playground Park,Chicago_Park_Facility_2656,41.89381409,-87.6741771,,"1855 W Huron St Chicago, IL 60622",2154,14,"c(444073.385388997, 4638206.35241834)",7328;7286,""
,,,South Lakeview Park - Playground,Chicago_Park_Facility_2659,41.93368416,-87.66192079,,"1300 W Wolfram St Chicago, IL 60657",2089,14,"c(445124.281010281, 4642625.12984667)",7348;7238,""
,,,Spikings Farm Park - Playground Park,Chicago_Park_Facility_2666,41.96679581,-87.72835834,,"4706 N Pulaski Rd Chicago, IL 60630",2182,14,"c(439647.570935932, 4646346.13801737)",7317;7256,""
,,,Spruce Park - Playground,Chicago_Park_Facility_2667,41.798901,-87.58991075,,"1437 E 54th St Chicago, IL 60615",2082,14,"c(450991.376726409, 4627616.98704019)",7311;7278,""
,,,Stanton Park - Playground,Chicago_Park_Facility_2675,41.90571151,-87.64539209,,"640 W Scott St Chicago, IL 60610",1972,14,"c(446471.205407194, 4639508.93310433)",7340;7301,""
,,,Starr Park - Playground,Chicago_Park_Facility_2678,41.88365858,-87.68452284,,"2306 W Maypole Ave Chicago, IL 60612",2234,14,"c(443206.151381633, 4637085.60622099)",7332;7206,""
,,,Stars & Stripes Park - Playground,Chicago_Park_Facility_2680,41.79892692,-87.79830375,,"7000 W 51st Pl Chicago, IL 60638",2140,14,"c(433678.412840842, 4627759.66573354)",7358;7221,""
,,,Stout Park - Playground 1,Chicago_Park_Facility_2689,41.79724586,-87.59995476,,"5446 S Greenwood Ave Chicago, IL 60615",2090,14,"c(450155.654171699, 4627438.99929635)",7311;7278,""
,,,Stout Park - Playground 2,Chicago_Park_Facility_2690,41.79605521,-87.59993984,,"5446 S Greenwood Ave Chicago, IL 60615",2090,14,"c(450155.971159058, 4627306.798014)",7311;7278,""
,,,Strohacker Park - Playground,Chicago_Park_Facility_2695,41.79475429,-87.73210023,,"4347 W 54th St Chicago, IL 60632",2324,14,"c(439174.567884746, 4627247.43319652)",7363;7288,""
,,,Sumac Park - Playground Park,Chicago_Park_Facility_2700,41.81830022,-87.61019083,,"4201 S Champlain Ave Chicago, IL 60653",2489,14,"c(449321.832433953, 4629782.56318146)",7307;7204,""
,,,Summerdale Park - Playground Park,Chicago_Park_Facility_2701,41.97768601,-87.80902722,,"7262 W Summerdale Ave Chicago, IL 60656",2435,14,"c(432974.648128458, 4647615.24323106)",7339;7261,""
,,,Sun Yat-Sen Park - Playground,Chicago_Park_Facility_2702,41.84806269,-87.63376596,,"300 W 24th Pl Chicago, IL 60616",2204,14,"c(447388.218083613, 4633101.15536357)",7338;7272,""
,,,Supera Park - Playground Park,Chicago_Park_Facility_2703,41.92800062,-87.65888886,,"2528 N Racine Ave Chicago, IL 60614",2429,14,"c(445370.791184929, 4641992.15977546)",7371;7239,""
,,,Superior Park - Playground Park,Chicago_Park_Facility_2704,41.89466516,-87.67974892,,"2101 W Superior St Chicago, IL 60612",2434,14,"c(443611.919207343, 4638304.49161454)",7328;7286,""
,,,Sweet Clover Park - Playground Park,Chicago_Park_Facility_2705,41.89286344,-87.75463691,,"650 N Leamington Ave Chicago, IL 60644",2188,14,"c(437397.843008842, 4638156.37979556)",7329;7298,""
,,,Sycamore Park - Playground,Chicago_Park_Facility_2706,41.80181254,-87.59926748,,"5109 S Greenwood Ave Chicago, IL 60615",2490,14,"c(450216.288472293, 4627945.61964578)",7311;7278,""
,,,Taylor- Lauridsen Park - Playground,Chicago_Park_Facility_2723,41.81869112,-87.64349467,,"647 W Root St Chicago, IL 60609",2332,14,"c(446556.161466312, 4629846.14144419)",7362;7222,""
,,,The Grove Park - Playground Park,Chicago_Park_Facility_2725,41.74069272,-87.64825676,,"8421 S Morgan St Chicago, IL 60620",2162,14,"c(446095.373103633, 4621189.31141047)",7373;7274,""
,,,Throop Park - Playground,Chicago_Park_Facility_2729,41.85745688,-87.65854345,,"1811 S Throop St Chicago, IL 60608",2438,14,"c(445339.315524953, 4634159.63892675)",7336;7280,""
,,,Thuis Park - Playground,Chicago_Park_Facility_2731,41.96770828,-87.7523262,,"4800 N Lavergne Ave Chicago, IL 60630",2411,14,"c(437662.44995031, 4646464.61005124)",7318;7248,""
,,,Till-Mobley Park - Playground,Chicago_Park_Facility_2734,41.77808685,-87.60074477,,"6410 S Ellis Ave Chicago, IL 60637",2436,14,"c(450075.157101443, 4625312.32035428)",7312;7247,""
,,,Tilton Park - Playground,Chicago_Park_Facility_2736,41.88572918,-87.73492554,,"305 N Kostner Chicago, IL 60624",2369,14,"c(439026.258179638, 4637350.08508618)",7330;7209,""
,,3069;3071;3072;3063;3192,Ping Tom Memorial Park - Playground,Chicago_Park_Facility_2739,41.85739589,-87.63432298,,"300 W 18th St Chicago, IL 60616",2222,14,"c(447349.63188417, 4634137.73169236)",7338;7272,""
,,,Touhy- Herbert Park - Playground,Chicago_Park_Facility_2753,41.87923993,-87.67934863,,"2106 W Adams St Chicago, IL 60612",2370,14,"c(443631.566692373, 4636591.60353854)",7332;7206,""
,,,Touhy Park - Playground,Chicago_Park_Facility_2746,42.01564025,-87.67275167,,"7348 N Paulina St Chicago, IL 60626",2052,14,"c(444297.816766601, 4651731.63701066)",7313;7252,""
,,,Trumbull Park - Playground,Chicago_Park_Facility_2767,41.70576206,-87.56369432,,"2400 E 105th St Chicago, IL 60617",1922,14,"c(453101.645290454, 4617261.65232614)",7353;7268,""
,,,Tuley Park - Playground,Chicago_Park_Facility_2783,41.72956432,-87.61113787,,"501 E 90th Pl Chicago, IL 60619",1924,14,"c(449173.168549631, 4619931.20191951)",7343;7264,""
,,,Union Park - Playground,Chicago_Park_Facility_2808,41.88475937,-87.66497623,,"1501 W Randolph St Chicago, IL 60607",2022,14,"c(444828.859952127, 4637195.07274586)",7332;7244,""
,,,Unity Park - Playground,Chicago_Park_Facility_2813,41.92962355,-87.71261205,,"2636 N Kimball Ave Chicago, IL 60647",2092,14,"c(440918.015205168, 4642207.97532423)",7326;7217,""
,,,Valley Forge Park - Playground,Chicago_Park_Facility_2821,41.78453997,-87.79662008,,"7001 W 59th St Chicago, IL 60638",2141,14,"c(433803.488671824, 4626161.042024)",7365;7290,""
,,,Veterans' Memorial Park - Playground,Chicago_Park_Facility_2830,41.71747727,-87.55579693,,"2820 E 98th St Chicago, IL 60617",2372,14,"c(453767.091835592, 4618558.0495371)",7353;7268,""
,,,Violet Park - Playground,Chicago_Park_Facility_2833,41.86932981,-87.72873494,,"4120 W Taylor St Chicago, IL 60624",2133,14,"c(439524.409940946, 4635524.92428562)",7330;7209,""
,,,Vittum Park - Playground,Chicago_Park_Facility_2844,41.80276774,-87.74712076,,"5014 W 50th St Chicago, IL 60638",2039,14,"c(437934.335076732, 4628147.87170091)",7358;7221,""
,,,Vogle Park - Playground Park,Chicago_Park_Facility_2850,41.96897625,-87.68187153,,"2100 W Lawrence Ave Chicago, IL 60625",2166,14,"c(443501.456932838, 4646556.52931015)",7309;7241,""
,,,Wagner Park - Playground,Chicago_Park_Facility_2851,41.80175868,-87.64980039,,"948 W 51st St Chicago, IL 60609",2373,14,"c(446018.238769637, 4627970.14193621)",7362;7222,""
,,,Wallace Park - Playground,Chicago_Park_Facility_2853,41.7268092,-87.63894903,,"607 W 92nd St Chicago, IL 60620",2374,14,"c(446857.90143572, 4619642.11232652)",7375;7276,""
,,,Ruiz Park - Playground,Chicago_Park_Facility_2855,41.81137023,-87.71908932,,"3801 W 45th St Chicago, IL 60632",2494,14,"c(440271.000086496, 4629083.11072401)",7359;7282,""
,,,Walsh Park - Playground,Chicago_Park_Facility_2858,41.91389534,-87.66866996,,"1722 N Ashland Ave Chicago, IL 60614",2158,14,"c(444547.613830258, 4640432.35476679)",7328;7292,""
,,,Wang Park - Playground,Chicago_Park_Facility_2859,41.93324277,-87.67287583,,"1719 W Wolfram St Chicago, IL 60657",2257,14,"c(444215.677923824, 4642583.19310618)",7348;7238,""
,,3060;3071;3192,Montgomery Ward Park - Playground,Chicago_Park_Facility_2861,41.89373704,-87.64233645,,"630 N Kingsbury Ave Chicago, IL 60610",2246,14,"c(446714.686930278, 4638177.53324981)",7340;7301,""
,,,Warren Park - Playground 1,Chicago_Park_Facility_2875,42.0004011,-87.68888049,,"6621 N Western Ave Chicago, IL 60645",2186,14,"c(442948.768294786, 4650050.25793922)",7323;7259,""
,,,Warren Park - Playground 2,Chicago_Park_Facility_2876,42.00463012,-87.68924779,,"6621 N Western Ave Chicago, IL 60645",2186,14,"c(442922.129280275, 4650520.049811)",7323;7259,""
,,,Warren Park - Playground 3,Chicago_Park_Facility_2877,42.00454656,-87.68155842,,"6621 N Western Ave Chicago, IL 60645",2186,14,"c(443558.829437213, 4650505.67440152)",7323;7259,""
,,,Washington (Dinah) Park - Playground Park,Chicago_Park_Facility_2887,41.74554785,-87.57665277,,"8215 S Euclid Ave Chicago, IL 60617",2153,14,"c(452053.111145161, 4621685.97543604)",7345;7265,""
,,,Washington (George) Park - Playground 1,Chicago_Park_Facility_2917,41.78627487,-87.61207228,,"5531 S Dr Martin Luther King J Chicago, IL 60637",1926,14,"c(449140.252242648, 4626228.03646067)",7310;7269,""
,,,Washington (George) Park - Playground 2,Chicago_Park_Facility_2918,41.7991955,-87.61547606,,"5531 S Dr Martin Luther King J Chicago, IL 60637",1926,14,"c(448867.68615237, 4627664.57569273)",7310;7269,""
,,,Washington (George) Park - Playground 3,Chicago_Park_Facility_2919,41.79560508,-87.6066561,,"5531 S Dr Martin Luther King J Chicago, IL 60637",1926,14,"c(449597.617742954, 4627260.73810865)",7310;7269,""
,,,Washington (George) Park - Playground 4,Chicago_Park_Facility_4138,41.79187361,-87.61474804,,"5531 S Dr Martin Luther King J Chicago, IL 60637",1926,14,"c(448922.355339207, 4626851.22555729)",7310;7269,""
,,,Washington (Harold) Park - Playground,Chicago_Park_Facility_2935,41.80081442,-87.58252526,,"5200 S Hyde Park Blvd Chicago, IL 60615",2232,14,"c(451606.390768718, 4627825.24130808)",7311;7278,""
,,,Washington (Harold) Memorial Park - Playground Park,Chicago_Park_Facility_2945,42.02149093,-87.67338743,,"7710 N Paulina St Chicago, IL 60626",2242,14,"c(444250.287799121, 4652381.65208404)",7313;7252,""
,,,Washtenaw Park - Playground,Chicago_Park_Facility_2947,41.84580875,-87.69243051,,"2521 S Washtenaw Ave Chicago, IL 60608",2375,14,"c(442516.165038996, 4632888.51174881)",7335;7211,""
,,,Weisman Park - Playground Park,Chicago_Park_Facility_2949,41.93519404,-87.65188563,,"901 W Oakdale Ave Chicago, IL 60657",2424,14,"c(445957.512077468, 4642786.39478964)",7348;7238,""
,,3192,Welles Park - Playground 1,Chicago_Park_Facility_4537,41.96281324,-87.68752202,,"2333 W Sunnyside Ave Chicago, IL 60625",1973,14,"c(443027.775129048, 4645875.99784391)",7309;7241,""
,,,Welles Park - Playground 2,Chicago_Park_Facility_2962,41.96172298,-87.68732043,,"2333 W Sunnyside Ave Chicago, IL 60625",1973,14,"c(443043.509184615, 4645754.81336509)",7309;7241,""
,,,Wendt Park - Playground Park,Chicago_Park_Facility_2967,41.94335655,-87.64714158,,"667 W Roscoe St Chicago, IL 60657",2430,14,"c(446357.645674271, 4643689.68594178)",7348;7300,""
,,,Wentworth Park - Playground,Chicago_Park_Facility_2976,41.78894988,-87.77956536,,"5625 S Mobile Ave Chicago, IL 60638",2044,14,"c(435225.129305607, 4626637.66635166)",7358;7221,""
,,,Wentworth Gardens Park - Playground,Chicago_Park_Facility_2987,41.82557397,-87.63187268,,"3770 S Wentworth Ave Chicago, IL 60609",2085,14,"c(447527.021083691, 4630603.15453826)",7338;7212,""
,,,Wesolek Park - Playground,Chicago_Park_Facility_2989,41.65158492,-87.53722239,,"13407 S Avenue M Chicago, IL 60633",2383,14,"c(455266.567152507, 4611232.65520707)",7357;7233,""
,,,West Chatham Park - Playground,Chicago_Park_Facility_2994,41.74538326,-87.63136294,,"8223 S Princeton Ave Chicago, IL 60620",2055,14,"c(447503.97583174, 4621699.63280516)",7343;7264,""
,,,West Lawn Park - Playground,Chicago_Park_Facility_3006,41.77449251,-87.72971648,,"4233 W 65th St Chicago, IL 60629",2051,14,"c(439353.527526831, 4624996.17092802)",7366;7291,""
,,,West Pullman Park - Playground,Chicago_Park_Facility_3017,41.67039579,-87.6311515,,"401 W 123rd St Chicago, IL 60628",2032,14,"c(447460.536395464, 4613374.09691278)",7355;7220,""
,,,Western Park - Playground Park,Chicago_Park_Facility_3025,41.89799778,-87.68656124,,"907 N Western Ave Chicago, IL 60622",2442,14,"c(443049.766106966, 4638679.0044383)",7328;7293,""
,,,White (Edward) Park - Playground,Chicago_Park_Facility_3033,41.67286857,-87.64983668,,"1120 W 122nd St Chicago, IL 60643",2146,14,"c(445907.173111989, 4613660.19382594)",7355;7220,""
,,,White (Willye) Park - Playground,Chicago_Park_Facility_3040,42.02021117,-87.67091352,,"7631 N Ashland Ave Chicago, IL 60626",2349,14,"c(444453.989847339, 4652237.95175519)",7313;7252,""
,,,Wicker Park - Playground,Chicago_Park_Facility_3048,41.90828852,-87.67672169,,"1425 N Damen Ave Chicago, IL 60622",2026,14,"c(443874.973916071, 4639815.07810086)",7328;7292,""
,,,Wieboldt Park - Playground Park,Chicago_Park_Facility_3050,41.93658272,-87.67291415,,"1747 W Nelson St Chicago, IL 60657",2202,14,"c(444215.411688146, 4642954.0474264)",7348;7238,""
,,,Wildwood Park - Playground,Chicago_Park_Facility_3057,42.00749413,-87.77948134,,"6950 N Hiawatha Ave Chicago, IL 60646",2061,14,"c(435452.572944737, 4650902.13631194)",7315;7254,""
,,,Williams- Davis Park - Playground,Chicago_Park_Facility_4536,41.82025029,-87.59972283,,"4101 S. Lake Park Ave Chicago, IL 60653",2266,14,"c(450192.745793277, 4629992.95082159)",7305;7242,""
,,,Williams Park - Playground,Chicago_Park_Facility_3066,41.8438685,-87.62948338,,"2820 S State St Chicago, IL 60616",2065,14,"c(447740.322819023, 4632632.87380994)",7304;7235,""
,,,Wilson (Frank) Park - Playground,Chicago_Park_Facility_3073,41.96478462,-87.75898153,,"4630 N Milwaukee Ave Chicago, IL 60630",1990,14,"c(437108.11203155, 4646144.86213085)",7318;7248,""
,,,Wilson (John) Park - Playground,Chicago_Park_Facility_3080,41.83183243,-87.65425434,,"1122 W 34th Pl Chicago, IL 60608",2376,14,"c(445673.650403765, 4631311.92043128)",7361;7287,""
,,3192,Winnemac Park - Playground,Chicago_Park_Facility_3088,41.97273405,-87.68384333,,"5001 N Leavitt St Chicago, IL 60625",2226,14,"c(443341.406959617, 4646975.05680889)",7309;7241,""
,,,Wolcott Park - Playground Park,Chicago_Park_Facility_3092,41.77423135,-87.67099095,,"6551 S Wolcott Ave Chicago, IL 60636",2167,14,"c(444233.985478179, 4624927.42873717)",7368;7223,""
,,,Wolfe Park - Playground,Chicago_Park_Facility_3098,41.69873901,-87.54287115,,"3325 E 108th St Chicago, IL 60617",2377,14,"c(454829.186838956, 4616470.79692835)",7354;7219,""
,,,Wood Park - Playground,Chicago_Park_Facility_3100,41.93470261,-87.68338473,,"2914 N Leavitt St Chicago, IL 60618",2102,14,"c(443345.732096655, 4642752.16806934)",7351;7267,""
,,,Woodhull Park - Playground,Chicago_Park_Facility_3103,41.76223421,-87.58400571,,"7340 S East End Ave Chicago, IL 60649",2378,14,"c(451454.309946119, 4623542.69748076)",7342;7263,""
,,,Wrightwood Park - Playground,Chicago_Park_Facility_3111,41.92859664,-87.66637799,,"2534 N Greenview Ave Chicago, IL 60614",2379,14,"c(444750.370346674, 4642063.13351702)",7371;7239,""
,,,Zatterberg Park - Playground Park,Chicago_Park_Facility_3114,41.95927897,-87.67288967,,"4246 N Hermitage Ave Chicago, IL 60613",2401,14,"c(444237.224572633, 4645473.96602673)",7348;7238,""
