schema:longitude,schema:latitude,schema:address,schema:name,schema:identifier,schema:addressLocality,schema:name...18,schema:containedInPlace,schema:name...17
-87.64233644901896,41.89373703998645,"630 N Kingsbury Ave Chicago, IL 60610",Montgomery Ward Park - Playground,Chicago_Park_Facility_2861,NA,NA,2246,Montgomery Ward Park
-87.68888048817952,42.00040110362367,"6621 N Western Ave Chicago, IL 60645",Warren Park - Playground 1,Chicago_Park_Facility_2875,1889,Ward 50,2186,Warren Park
-87.68924778944114,42.00463011563548,"6621 N Western Ave Chicago, IL 60645",Warren Park - Playground 2,Chicago_Park_Facility_2876,1889,Ward 50,2186,Warren Park
-87.68155841866684,42.00454655915166,"6621 N Western Ave Chicago, IL 60645",Warren Park - Playground 3,Chicago_Park_Facility_2877,1889,Ward 50,2186,Warren Park
-87.57665277411493,41.74554785213762,"8215 S Euclid Ave Chicago, IL 60617",Washington (Dinah) Park - Playground Park,Chicago_Park_Facility_2887,1907,Ward 8,2153,Washington (Dinah) Park
-87.61207227816324,41.78627486922774,"5531 S Dr Martin Luther King J Chicago, IL 60637",Washington (George) Park - Playground 1,Chicago_Park_Facility_2917,NA,NA,1926,Washington (George) Park
-87.6154760556948,41.799195499949896,"5531 S Dr Martin Luther King J Chicago, IL 60637",Washington (George) Park - Playground 2,Chicago_Park_Facility_2918,NA,NA,1926,Washington (George) Park
-87.60665609569816,41.79560508100476,"5531 S Dr Martin Luther King J Chicago, IL 60637",Washington (George) Park - Playground 3,Chicago_Park_Facility_2919,NA,NA,1926,Washington (George) Park
-87.61474803647705,41.79187360628662,"5531 S Dr Martin Luther King J Chicago, IL 60637",Washington (George) Park - Playground 4,Chicago_Park_Facility_4138,NA,NA,1926,Washington (George) Park
-87.58252525623989,41.80081441786175,"5200 S Hyde Park Blvd Chicago, IL 60615",Washington (Harold) Park - Playground,Chicago_Park_Facility_2935,1866,Ward 5,2232,Washington (Harold) Park
-87.67338742508832,42.02149093112561,"7710 N Paulina St Chicago, IL 60626",Washington (Harold) Memorial Park - Playground Park,Chicago_Park_Facility_2945,1876,Ward 49,2242,Washington (Harold) Memorial Park
-87.69243051121646,41.84580875291724,"2521 S Washtenaw Ave Chicago, IL 60608",Washtenaw Park - Playground,Chicago_Park_Facility_2947,1864,Ward 24,2375,Washtenaw Park
-87.6518856339303,41.93519403731097,"901 W Oakdale Ave Chicago, IL 60657",Weisman Park - Playground Park,Chicago_Park_Facility_2949,1868,Ward 44,2424,Weisman Park
-87.68752201812947,41.96281323791877,"2333 W Sunnyside Ave Chicago, IL 60625",Welles Park - Playground 1,Chicago_Park_Facility_4537,1874,Ward 47,1973,Welles Park
-87.68732043387614,41.96172297965583,"2333 W Sunnyside Ave Chicago, IL 60625",Welles Park - Playground 2,Chicago_Park_Facility_2962,1874,Ward 47,1973,Welles Park
-87.6471415767255,41.94335654924439,"667 W Roscoe St Chicago, IL 60657",Wendt Park - Playground Park,Chicago_Park_Facility_2967,1868,Ward 44,2430,Wendt Park
-87.77956535564955,41.7889498770601,"5625 S Mobile Ave Chicago, IL 60638",Wentworth Park - Playground,Chicago_Park_Facility_2976,1869,Ward 13,2044,Wentworth Park
-87.63187268161774,41.82557396555776,"3770 S Wentworth Ave Chicago, IL 60609",Wentworth Gardens Park - Playground,Chicago_Park_Facility_2987,1861,Ward 3,2085,Wentworth Gardens Park
-87.53722238825794,41.65158491796385,"13407 S Avenue M Chicago, IL 60633",Wesolek Park - Playground,Chicago_Park_Facility_2989,1891,Ward 10,2383,Wesolek Park
-87.6313629402265,41.74538325784219,"8223 S Princeton Ave Chicago, IL 60620",West Chatham Park - Playground,Chicago_Park_Facility_2994,1878,Ward 21,2055,West Chatham Park
-87.7297164825977,41.7744925144708,"4233 W 65th St Chicago, IL 60629",West Lawn Park - Playground,Chicago_Park_Facility_3006,1869,Ward 13,2051,West Lawn Park
-87.63115150361757,41.670395794358555,"401 W 123rd St Chicago, IL 60628",West Pullman Park - Playground,Chicago_Park_Facility_3017,1859,Ward 34,2032,West Pullman Park
-87.68656123553593,41.89799777842348,"907 N Western Ave Chicago, IL 60622",Western Park - Playground Park,Chicago_Park_Facility_3025,1893,Ward 1,2442,Western Park
-87.64983668008949,41.67286857232804,"1120 W 122nd St Chicago, IL 60643",White (Edward) Park - Playground,Chicago_Park_Facility_3033,1859,Ward 34,2146,White (Edward) Park
-87.67091352363265,42.020211172769336,"7631 N Ashland Ave Chicago, IL 60626",White (Willye) Park - Playground,Chicago_Park_Facility_3040,1876,Ward 49,2349,White (Willye) Park
-87.67672168905571,41.90828852021301,"1425 N Damen Ave Chicago, IL 60622",Wicker Park - Playground,Chicago_Park_Facility_3048,1893,Ward 1,2026,Wicker Park
-87.67291414507856,41.936582720360235,"1747 W Nelson St Chicago, IL 60657",Wieboldt Park - Playground Park,Chicago_Park_Facility_3050,1887,Ward 32,2202,Wieboldt Park
-87.77948134404076,42.007494131828444,"6950 N Hiawatha Ave Chicago, IL 60646",Wildwood Park - Playground,Chicago_Park_Facility_3057,1861,Ward 3,2061,Wildwood Park
-87.59972282620228,41.82025028771283,"4101 S. Lake Park Ave Chicago, IL 60653",Williams- Davis Park - Playground,Chicago_Park_Facility_4536,1882,Ward 4,2266,Williams- Davis Park
-87.62948337961677,41.843868500673345,"2820 S State St Chicago, IL 60616",Williams Park - Playground,Chicago_Park_Facility_3066,1894,Ward 2,2065,Williams Park
-87.75898152575593,41.964784615142634,"4630 N Milwaukee Ave Chicago, IL 60630",Wilson (Frank) Park - Playground,Chicago_Park_Facility_3073,1886,Ward 45,1990,Wilson (Frank) Park
-87.65425434304142,41.83183243201359,"1122 W 34th Pl Chicago, IL 60608",Wilson (John) Park - Playground,Chicago_Park_Facility_3080,1881,Ward 11,2376,Wilson (John) Park
-87.68384333299684,41.972734046150656,"5001 N Leavitt St Chicago, IL 60625",Winnemac Park - Playground,Chicago_Park_Facility_3088,1906,Ward 40,2226,Winnemac Park
-87.67099095409816,41.7742313526548,"6551 S Wolcott Ave Chicago, IL 60636",Wolcott Park - Playground Park,Chicago_Park_Facility_3092,1904,Ward 15,2167,Wolcott Park
-87.54287115309185,41.698739013176166,"3325 E 108th St Chicago, IL 60617",Wolfe Park - Playground,Chicago_Park_Facility_3098,1891,Ward 10,2377,Wolfe Park
-87.6833847317716,41.9347026093817,"2914 N Leavitt St Chicago, IL 60618",Wood Park - Playground,Chicago_Park_Facility_3100,1887,Ward 32,2102,Wood Park
-87.58400571128266,41.762234206697464,"7340 S East End Ave Chicago, IL 60649",Woodhull Park - Playground,Chicago_Park_Facility_3103,1907,Ward 8,2378,Woodhull Park
-87.66637799201393,41.928596640619176,"2534 N Greenview Ave Chicago, IL 60614",Wrightwood Park - Playground,Chicago_Park_Facility_3111,1887,Ward 32,2379,Wrightwood Park
-87.67288967182665,41.959278967399726,"4246 N Hermitage Ave Chicago, IL 60613",Zatterberg Park - Playground Park,Chicago_Park_Facility_3114,1874,Ward 47,2401,Zatterberg Park
